time_s,roll_deg,pitch_deg,yaw_deg,az_deg,el_deg,pointing_error_deg,fixed_error_deg,gimbal_margin_db,fixed_margin_db,gimbal_link_ok,fixed_link_ok,blocked,reachable,payload_temp_c,payload_bus_w,payload_energy_wh,az_torque_nm,el_torque_nm,landing_locked,lander_temp_c,lander_energy_wh,host_rf_dc_w,ground_clearance_m,packaging_fits,blocked_reason,touchdown_vibration_deg,rf_theta_deg,rf_phi_deg,directional_gain_dbi,s11_db,vswr,axial_ratio_db,polarization_loss_db,received_dbm,noise_dbm,cn_db,occupied_bandwidth_khz,bandwidth_pass,frequency_supported
15.04,12,-65,8,-5.449096,-39.906378,0.150566,66.772921,,,0,0,1,1,14.949163,0.934191,0.004301,0.000154,0.000542,0,15.031481,0.063984,14.285714,2.929254,1,LANDER HULL,0,0.150566,52.743341,6.499964,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.08,12,-65,8,-5.449096,-39.904207,0.148844,66.772921,,,0,0,1,1,14.949016,0.933737,0.004312,0.000156,0.000513,0,15.031564,0.064153,14.285714,2.929255,1,LANDER HULL,0,0.148844,52.237389,6.499964,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.12,12,-65,8,-5.448284,-39.903982,0.148285,66.772921,,,0,0,1,1,14.948869,0.933722,0.004322,0.000152,0.000513,0,15.031648,0.064322,14.285714,2.929255,1,LANDER HULL,0,0.148285,52.374863,6.499965,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.16,12,-65,8,-5.447624,-39.902945,0.147155,66.772921,,,0,0,1,1,14.948722,0.933831,0.004332,0.000142,0.000523,0,15.031731,0.064491,14.285714,2.929256,1,LANDER HULL,0,0.147155,52.285024,6.499965,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.2,12,-65,8,-5.446058,-39.901066,0.144934,66.772921,,,0,0,1,1,14.948575,0.933759,0.004343,0.000111,0.000526,0,15.031815,0.06466,14.285714,2.929257,1,LANDER HULL,0,0.144934,52.207244,6.499966,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.24,12,-65,8,-5.445316,-39.899875,0.143644,66.772921,,,0,0,1,1,14.948428,0.934051,0.004353,0.000124,0.000541,0,15.031899,0.064829,14.285714,2.929258,1,LANDER HULL,0,0.143644,52.095843,6.499967,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.28,12,-65,8,-5.444243,-39.898732,0.142236,66.772921,,,0,0,1,1,14.948281,0.93438,0.004363,0.000153,0.000554,0,15.031982,0.064998,14.285714,2.929259,1,LANDER HULL,0,0.142236,52.075337,6.499967,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.32,12,-65,8,-5.444243,-39.895629,0.139802,66.772921,,,0,0,1,1,14.948134,0.934526,0.004374,0.000156,0.000561,0,15.032066,0.065167,14.285714,2.92926,1,LANDER HULL,0,0.139802,51.293701,6.499969,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.36,12,-65,8,-5.444134,-39.890169,0.13553,66.772921,,,0,0,1,1,14.947987,0.933874,0.004384,0.000176,0.000515,0,15.032149,0.065337,14.285714,2.929261,1,LANDER HULL,0,0.13553,49.87793,6.49997,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.4,12,-65,8,-5.44217,-39.890169,0.134564,66.772921,,,0,0,1,1,14.94784,0.933541,0.004395,0.000136,0.000506,0,15.032233,0.065506,14.285714,2.929262,1,LANDER HULL,0,0.134564,50.369803,6.499971,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.44,12,-65,8,-5.441271,-39.889812,0.133849,66.772921,,,0,0,1,1,14.947694,0.93307,0.004405,0.000127,0.000476,0,15.032316,0.065675,14.285714,2.929263,1,LANDER HULL,0,0.133849,50.500289,6.499971,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.48,12,-65,8,-5.441271,-39.889638,0.133715,66.772921,,,0,0,1,1,14.947547,0.934009,0.004415,0.000168,0.000526,0,15.0324,0.065844,14.285714,2.929263,1,LANDER HULL,0,0.133715,50.452921,6.499971,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.52,12,-65,8,-5.441271,-39.889528,0.13363,66.772921,,,0,0,1,1,14.9474,0.93384,0.004426,0.000142,0.000523,0,15.032484,0.066013,14.285714,2.929263,1,LANDER HULL,0,0.13363,50.422716,6.499971,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.56,12,-65,8,-5.441233,-39.889351,0.133475,66.772921,,,0,0,1,1,14.947253,0.93436,0.004436,0.000173,0.000547,0,15.032567,0.066182,14.285714,2.929263,1,LANDER HULL,0,0.133475,50.383882,6.499971,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.6,12,-65,8,-5.440949,-39.889334,0.133323,66.772921,,,0,0,1,1,14.947106,0.933932,0.004446,0.000182,0.000517,0,15.032651,0.066351,14.285714,2.929263,1,LANDER HULL,0,0.133323,50.451748,6.499971,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.64,12,-65,8,-5.438791,-39.889332,0.132273,66.772921,,,0,0,1,1,14.946959,0.933312,0.004457,0.000139,0.00049,0,15.032734,0.06652,14.285714,2.929264,1,LANDER HULL,0,0.132273,51.005668,6.499972,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.68,12,-65,8,-5.437295,-39.889332,0.131554,66.772921,,,0,0,1,1,14.946813,0.933764,0.004467,0.000154,0.000515,0,15.032818,0.066689,14.285714,2.929265,1,LANDER HULL,0,0.131554,51.395202,6.499972,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.72,12,-65,8,-5.437295,-39.889199,0.13145,66.772921,,,0,0,1,1,14.946666,0.93405,0.004478,0.000099,0.000546,0,15.032902,0.066859,14.285714,2.929265,1,LANDER HULL,0,0.13145,51.359107,6.499972,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.76,12,-65,8,-5.437295,-39.888842,0.131172,66.772921,,,0,0,1,1,14.946519,0.933661,0.004488,0.000117,0.000518,0,15.032985,0.067028,14.285714,2.929265,1,LANDER HULL,0,0.131172,51.261811,6.499972,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.8,12,-65,8,-5.437295,-39.888842,0.131172,66.772921,,,0,0,1,1,14.946372,0.934125,0.004498,0.00016,0.000536,0,15.033069,0.067197,14.285714,2.929265,1,LANDER HULL,0,0.131172,51.261811,6.499972,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.84,12,-65,8,-5.437295,-39.888556,0.130948,66.772921,,,0,0,1,1,14.946226,0.933386,0.004509,0.000157,0.000489,0,15.033152,0.067366,14.285714,2.929265,1,LANDER HULL,0,0.130948,51.183281,6.499972,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.88,12,-65,8,-5.437295,-39.887188,0.129885,66.772921,,,0,0,1,1,14.946079,0.933852,0.004519,0.000132,0.000527,0,15.033236,0.067535,14.285714,2.929265,1,LANDER HULL,0,0.129885,50.804987,6.499973,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.92,12,-65,8,-5.437295,-39.885596,0.128656,66.772921,,,0,0,1,1,14.945932,0.93351,0.004529,0.000164,0.000495,0,15.033319,0.067704,14.285714,2.929266,1,LANDER HULL,0,0.128656,50.357056,6.499973,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
15.96,12,-65,8,-5.437295,-39.88478,0.128028,66.772921,,,0,0,1,1,14.945785,0.933433,0.00454,0.000111,0.000505,0,15.033403,0.067873,14.285714,2.929266,1,LANDER HULL,0,0.128028,50.123975,6.499974,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16,12,-65,8,-5.437295,-39.882898,0.12659,66.772921,,,0,0,1,1,14.945638,0.93356,0.00455,0.0001,0.000515,0,15.033487,0.068042,14.285714,2.929266,1,LANDER HULL,0,0.12659,49.578003,6.499974,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.04,12,-65,8,-5.437295,-39.882898,0.12659,66.772921,,,0,0,1,1,14.945492,0.9338,0.004561,0.000101,0.00053,0,15.03357,0.068211,14.285714,2.929266,1,LANDER HULL,0,0.12659,49.578003,6.499974,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.08,12,-65,8,-5.437295,-39.88247,0.126264,66.772921,,,0,0,1,1,14.945345,0.933765,0.004571,0.000099,0.000528,0,15.033654,0.06838,14.285714,2.929266,1,LANDER HULL,0,0.126264,49.452016,6.499974,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.12,12,-65,8,-5.437295,-39.88247,0.126264,66.772921,,,0,0,1,1,14.945198,0.93355,0.004581,0.000137,0.000506,0,15.033737,0.06855,14.285714,2.929266,1,LANDER HULL,0,0.126264,49.452016,6.499974,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.16,12,-65,8,-5.437295,-39.88085,0.125038,66.772921,,,0,0,1,1,14.945052,0.933743,0.004592,0.00011,0.000525,0,15.033821,0.068719,14.285714,2.929267,1,LANDER HULL,0,0.125038,48.969561,6.499975,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.2,12,-65,8,-5.437295,-39.880403,0.124701,66.772921,,,0,0,1,1,14.944905,0.934516,0.004602,0.00016,0.00056,0,15.033904,0.068888,14.285714,2.929267,1,LANDER HULL,0,0.124701,48.834768,6.499975,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.24,12,-65,8,-5.437295,-39.880157,0.124516,66.772921,,,0,0,1,1,14.944758,0.934017,0.004612,0.000111,0.000542,0,15.033988,0.069057,14.285714,2.929267,1,LANDER HULL,0,0.124516,48.760056,6.499975,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.28,12,-65,8,-5.437295,-39.879025,0.123666,66.772921,,,0,0,1,1,14.944612,0.933935,0.004623,0.000101,0.000539,0,15.034072,0.069226,14.285714,2.929267,1,LANDER HULL,0,0.123666,48.414236,6.499975,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.32,12,-65,8,-5.437295,-39.877822,0.122769,66.772921,,,0,0,1,1,14.944465,0.934105,0.004633,0.000118,0.000546,0,15.034155,0.069395,14.285714,2.929268,1,LANDER HULL,0,0.122769,48.041669,6.499976,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.36,12,-65,8,-5.437295,-39.874712,0.120475,66.772921,,,0,0,1,1,14.944318,0.933349,0.004644,0.000101,0.000501,0,15.034239,0.069564,14.285714,2.929268,1,LANDER HULL,0,0.120475,47.052937,6.499977,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.4,12,-65,8,-5.437295,-39.873307,0.11945,66.772921,,,0,0,1,1,14.944172,0.934636,0.004654,0.00016,0.000567,0,15.034322,0.069733,14.285714,2.929269,1,LANDER HULL,0,0.11945,46.593707,6.499977,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.44,12,-65,8,-5.437295,-39.871881,0.118418,66.772921,,,0,0,1,1,14.944025,0.933546,0.004664,0.000154,0.000501,0,15.034406,0.069902,14.285714,2.929269,1,LANDER HULL,0,0.118418,46.119368,6.499977,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.48,12,-65,8,-5.437295,-39.870048,0.117104,66.772921,,,0,0,1,1,14.943879,0.934524,0.004675,0.000118,0.000571,0,15.034489,0.070072,14.285714,2.92927,1,LANDER HULL,0,0.117104,45.497772,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.52,12,-65,8,-5.437295,-39.869433,0.116666,66.772921,,,0,0,1,1,14.943732,0.934418,0.004685,0.00015,0.000557,0,15.034573,0.070241,14.285714,2.92927,1,LANDER HULL,0,0.116666,45.286161,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.56,12,-65,8,-5.437295,-39.868888,0.11628,66.772921,,,0,0,1,1,14.943585,0.93319,0.004695,0.000118,0.000487,0,15.034657,0.07041,14.285714,2.92927,1,LANDER HULL,0,0.11628,45.097225,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.6,12,-65,8,-5.437295,-39.868888,0.11628,66.772921,,,0,0,1,1,14.943439,0.933845,0.004706,0.000118,0.00053,0,15.03474,0.070579,14.285714,2.92927,1,LANDER HULL,0,0.11628,45.097225,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.64,12,-65,8,-5.437295,-39.868888,0.11628,66.772921,,,0,0,1,1,14.943292,0.934016,0.004716,0.000163,0.000528,0,15.034824,0.070748,14.285714,2.92927,1,LANDER HULL,0,0.11628,45.097225,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.68,12,-65,8,-5.437295,-39.868813,0.116226,66.772921,,,0,0,1,1,14.943145,0.934179,0.004727,0.000146,0.000543,0,15.034907,0.070917,14.285714,2.92927,1,LANDER HULL,0,0.116226,45.071071,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.72,12,-65,8,-5.437295,-39.868593,0.116071,66.772921,,,0,0,1,1,14.942999,0.934029,0.004737,0.000126,0.000539,0,15.034991,0.071086,14.285714,2.92927,1,LANDER HULL,0,0.116071,44.994323,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.76,12,-65,8,-5.437295,-39.868593,0.116071,66.772921,,,0,0,1,1,14.942852,0.933803,0.004747,0.000119,0.000527,0,15.035074,0.071255,14.285714,2.92927,1,LANDER HULL,0,0.116071,44.994323,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.8,12,-65,8,-5.437295,-39.86832,0.115878,66.772921,,,0,0,1,1,14.942706,0.933344,0.004758,0.000108,0.000499,0,15.035158,0.071424,14.285714,2.92927,1,LANDER HULL,0,0.115878,44.898978,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.84,12,-65,8,-5.437295,-39.86832,0.115878,66.772921,,,0,0,1,1,14.942559,0.933884,0.004768,0.000146,0.000525,0,15.035241,0.071593,14.285714,2.92927,1,LANDER HULL,0,0.115878,44.898978,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.88,12,-65,8,-5.437295,-39.868224,0.11581,66.772921,,,0,0,1,1,14.942413,0.933573,0.004778,0.000133,0.000509,0,15.035325,0.071763,14.285714,2.92927,1,LANDER HULL,0,0.11581,44.865276,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.92,12,-65,8,-5.437295,-39.868224,0.11581,66.772921,,,0,0,1,1,14.942266,0.933604,0.004789,0.000153,0.000505,0,15.035409,0.071932,14.285714,2.92927,1,LANDER HULL,0,0.11581,44.865276,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
16.96,12,-65,8,-5.437295,-39.868224,0.11581,66.772921,,,0,0,1,1,14.94212,0.933152,0.004799,0.000129,0.000482,0,15.035492,0.072101,14.285714,2.92927,1,LANDER HULL,0,0.11581,44.865276,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17,12,-65,8,-5.43723,-39.868224,0.115775,66.772921,,,0,0,1,1,14.941973,0.933487,0.00481,0.000153,0.000497,0,15.035576,0.07227,14.285714,2.92927,1,LANDER HULL,0,0.115775,44.882536,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.04,12,-65,8,-5.43723,-39.868004,0.11562,66.772921,,,0,0,1,1,14.941827,0.933555,0.00482,0.000166,0.000497,0,15.035659,0.072439,14.285714,2.92927,1,LANDER HULL,0,0.11562,44.805299,6.499978,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.08,12,-65,8,-5.437022,-39.867586,0.115212,66.772921,,,0,0,1,1,14.94168,0.933328,0.00483,0.000161,0.000484,0,15.035743,0.072608,14.285714,2.92927,1,LANDER HULL,0,0.115212,44.714325,6.499979,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.12,12,-65,8,-5.437022,-39.863902,0.11265,66.772921,,,0,0,1,1,14.941534,0.934299,0.004841,0.00016,0.000547,0,15.035826,0.072777,14.285714,2.929271,1,LANDER HULL,0,0.11265,43.382486,6.49998,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.16,12,-65,8,-5.437022,-39.862549,0.111725,66.772921,,,0,0,1,1,14.941387,0.934159,0.004851,0.000129,0.000546,0,15.03591,0.072946,14.285714,2.929271,1,LANDER HULL,0,0.111725,42.878131,6.49998,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.2,12,-65,8,-5.437022,-39.86092,0.110623,66.772921,,,0,0,1,1,14.941241,0.933977,0.004861,0.000121,0.000537,0,15.035993,0.073115,14.285714,2.929272,1,LANDER HULL,0,0.110623,42.260001,6.49998,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.24,12,-65,8,-5.437022,-39.86044,0.110301,66.772921,,,0,0,1,1,14.941094,0.933934,0.004872,0.000112,0.000536,0,15.036077,0.073285,14.285714,2.929272,1,LANDER HULL,0,0.110301,42.075505,6.49998,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.28,12,-65,8,-5.437022,-39.859526,0.109691,66.772921,,,0,0,1,1,14.940948,0.933623,0.004882,0.000158,0.000505,0,15.036161,0.073454,14.285714,2.929272,1,LANDER HULL,0,0.109691,41.721085,6.499981,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.32,12,-65,8,-5.437022,-39.859115,0.109418,66.772921,,,0,0,1,1,14.940801,0.933749,0.004893,0.000165,0.000511,0,15.036244,0.073623,14.285714,2.929272,1,LANDER HULL,0,0.109418,41.560573,6.499981,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.36,12,-65,8,-5.437022,-39.858035,0.108704,66.772921,,,0,0,1,1,14.940655,0.93355,0.004903,0.000157,0.0005,0,15.036328,0.073792,14.285714,2.929273,1,LANDER HULL,0,0.108704,41.134294,6.499981,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.4,12,-65,8,-5.436663,-39.856299,0.10736,66.772921,,,0,0,1,1,14.940509,0.933173,0.004913,0.000119,0.000485,0,15.036411,0.073961,14.285714,2.929273,1,LANDER HULL,0,0.10736,40.533327,6.499981,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.44,12,-65,8,-5.433435,-39.855466,0.104941,66.772921,,,0,0,1,1,14.940362,0.933547,0.004924,0.000137,0.000506,0,15.036495,0.07413,14.285714,2.929275,1,LANDER HULL,0,0.104941,41.068923,6.499982,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.48,12,-65,8,-5.431537,-39.855466,0.103846,66.772921,,,0,0,1,1,14.940216,0.93381,0.004934,0.000136,0.000523,0,15.036578,0.074299,14.285714,2.929276,1,LANDER HULL,0,0.103846,41.598305,6.499983,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.52,12,-65,8,-5.431223,-39.854468,0.103005,66.772921,,,0,0,1,1,14.94007,0.933845,0.004944,0.000122,0.000529,0,15.036662,0.074468,14.285714,2.929277,1,LANDER HULL,0,0.103005,41.272618,6.499983,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.56,12,-65,8,-5.431223,-39.853645,0.102464,66.772921,,,0,0,1,1,14.939923,0.934157,0.004955,0.000116,0.000549,0,15.036745,0.074637,14.285714,2.929277,1,LANDER HULL,0,0.102464,40.927046,6.499983,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.6,12,-65,8,-5.431223,-39.851278,0.100929,66.772921,,,0,0,1,1,14.939777,0.933955,0.004965,0.000124,0.000535,0,15.036829,0.074807,14.285714,2.929277,1,LANDER HULL,0,0.100929,39.911576,6.499984,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.64,12,-65,8,-5.431223,-39.848343,0.099072,66.772921,,,0,0,1,1,14.93963,0.934132,0.004976,0.000115,0.000548,0,15.036912,0.074976,14.285714,2.929278,1,LANDER HULL,0,0.099072,38.60963,6.499984,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.68,12,-65,8,-5.431214,-39.845805,0.097503,66.772921,,,0,0,1,1,14.939484,0.933318,0.004986,0.000119,0.000495,0,15.036996,0.075145,14.285714,2.929279,1,LANDER HULL,0,0.097503,37.446369,6.499985,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.72,12,-65,8,-5.431214,-39.843716,0.096247,66.772921,,,0,0,1,1,14.939338,0.933849,0.004996,0.000155,0.00052,0,15.03708,0.075314,14.285714,2.929279,1,LANDER HULL,0,0.096247,36.45901,6.499985,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.76,12,-65,8,-5.431214,-39.84371,0.096243,66.772921,,,0,0,1,1,14.939191,0.934111,0.005007,0.000156,0.000536,0,15.037163,0.075483,14.285714,2.929279,1,LANDER HULL,0,0.096243,36.456141,6.499985,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.8,12,-65,8,-5.430938,-39.84371,0.096073,66.772921,,,0,0,1,1,14.939045,0.934032,0.005017,0.000183,0.000523,0,15.037247,0.075652,14.285714,2.929279,1,LANDER HULL,0,0.096073,36.531317,6.499985,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.84,12,-65,8,-5.430456,-39.84371,0.095776,66.772921,,,0,0,1,1,14.938899,0.933466,0.005027,0.000136,0.000501,0,15.03733,0.075821,14.285714,2.92928,1,LANDER HULL,0,0.095776,36.663309,6.499985,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.88,12,-65,8,-5.428688,-39.84371,0.09469,66.772921,,,0,0,1,1,14.938752,0.933073,0.005038,0.000123,0.000477,0,15.037414,0.07599,14.285714,2.929281,1,LANDER HULL,0,0.09469,37.155098,6.499986,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.92,12,-65,8,-5.427941,-39.84371,0.094234,66.772921,,,0,0,1,1,14.938606,0.93325,0.005048,0.000127,0.000489,0,15.037497,0.076159,14.285714,2.929281,1,LANDER HULL,0,0.094234,37.366136,6.499986,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
17.96,12,-65,8,-5.427655,-39.84371,0.09406,66.772921,,,0,0,1,1,14.93846,0.933821,0.005059,0.000177,0.000511,0,15.037581,0.076328,14.285714,2.929281,1,LANDER HULL,0,0.09406,37.447371,6.499986,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
18,12,-65,8,-5.425252,-39.84371,0.092602,66.772921,,,0,0,1,1,14.938313,0.934001,0.005069,0.000123,0.000538,0,15.037664,0.076498,14.285714,2.929282,1,LANDER HULL,0,0.092602,38.143042,6.499986,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
