time_s,roll_deg,pitch_deg,yaw_deg,az_deg,el_deg,pointing_error_deg,fixed_error_deg,gimbal_margin_db,fixed_margin_db,gimbal_link_ok,fixed_link_ok,blocked,reachable,payload_temp_c,payload_bus_w,payload_energy_wh,az_torque_nm,el_torque_nm,landing_locked,lander_temp_c,lander_energy_wh,host_rf_dc_w,ground_clearance_m,packaging_fits,blocked_reason,touchdown_vibration_deg,rf_theta_deg,rf_phi_deg,directional_gain_dbi,s11_db,vswr,axial_ratio_db,polarization_loss_db,received_dbm,noise_dbm,cn_db,occupied_bandwidth_khz,bandwidth_pass,frequency_supported
0,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,15,0,0,0,0,1,15,0,0,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.04,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.999849,0.929412,0.00001,0,0,1,15.000084,0.000169,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.08,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.999698,0.929412,0.000021,0,0,1,15.000168,0.000338,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.12,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.999547,0.929412,0.000031,0,0,1,15.000252,0.000507,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.16,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.999397,0.929412,0.000041,0,0,1,15.000335,0.000676,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.2,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.999246,0.929412,0.000052,0,0,1,15.000419,0.000845,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.24,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.999095,0.929412,0.000062,0,0,1,15.000503,0.001014,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.28,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.998944,0.929412,0.000072,0,0,1,15.000587,0.001183,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.32,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.998794,0.929412,0.000083,0,0,1,15.000671,0.001352,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.36,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.998643,0.929412,0.000093,0,0,1,15.000755,0.001522,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.4,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.998492,0.929412,0.000103,0,0,1,15.000839,0.001691,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.44,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.998341,0.929412,0.000114,0,0,1,15.000922,0.00186,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.48,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.99819,0.929412,0.000124,0,0,1,15.001006,0.002029,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.52,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.99804,0.929412,0.000134,0,0,1,15.00109,0.002198,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.56,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.997889,0.929412,0.000145,0,0,1,15.001174,0.002367,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.6,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.997738,0.929412,0.000155,0,0,1,15.001258,0.002536,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.64,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.997588,0.929412,0.000165,0,0,1,15.001342,0.002705,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.68,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.997437,0.929412,0.000176,0,0,1,15.001425,0.002874,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.72,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.997286,0.929412,0.000186,0,0,1,15.001509,0.003043,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.76,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.997136,0.929412,0.000196,0,0,1,15.001593,0.003212,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.8,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.996985,0.929412,0.000207,0,0,1,15.001677,0.003381,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.84,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.996834,0.929412,0.000217,0,0,1,15.001761,0.00355,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.88,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.996684,0.929412,0.000227,0,0,1,15.001845,0.003719,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.92,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.996533,0.929412,0.000238,0,0,1,15.001928,0.003888,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
0.96,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.996382,0.929412,0.000248,0,0,1,15.002012,0.004057,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.996232,0.929412,0.000258,0,0,1,15.002096,0.004226,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.04,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.996081,0.929412,0.000268,0,0,1,15.00218,0.004395,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.08,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.99593,0.929412,0.000279,0,0,1,15.002264,0.004565,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.12,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.99578,0.929412,0.000289,0,0,1,15.002348,0.004734,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.16,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.995629,0.929412,0.000299,0,0,1,15.002431,0.004903,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.2,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.995479,0.929412,0.00031,0,0,1,15.002515,0.005072,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.24,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.995328,0.929412,0.00032,0,0,1,15.002599,0.005241,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.28,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.995178,0.929412,0.00033,0,0,1,15.002683,0.00541,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.32,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.995027,0.929412,0.000341,0,0,1,15.002767,0.005579,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.36,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.994877,0.929412,0.000351,0,0,1,15.002851,0.005748,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.4,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.994726,0.929412,0.000361,0,0,1,15.002934,0.005917,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.44,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.994576,0.929412,0.000372,0,0,1,15.003018,0.006086,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.48,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.994425,0.929412,0.000382,0,0,1,15.003102,0.006255,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.52,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.994275,0.929412,0.000392,0,0,1,15.003186,0.006424,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.56,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.994124,0.929412,0.000403,0,0,1,15.00327,0.006593,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.6,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.993974,0.929412,0.000413,0,0,1,15.003354,0.006762,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.64,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.993823,0.929412,0.000423,0,0,1,15.003437,0.006931,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.68,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.993673,0.929412,0.000434,0,0,1,15.003521,0.0071,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.72,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.993522,0.929412,0.000444,0,0,1,15.003605,0.007269,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.76,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.993372,0.929412,0.000454,0,0,1,15.003689,0.007439,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.8,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.993221,0.929412,0.000465,0,0,1,15.003773,0.007608,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.84,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.993071,0.929412,0.000475,0,0,1,15.003857,0.007777,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.88,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.99292,0.929412,0.000485,0,0,1,15.00394,0.007946,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.92,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.99277,0.929412,0.000496,0,0,1,15.004024,0.008115,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
1.96,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.99262,0.929412,0.000506,0,0,1,15.004108,0.008284,14.285714,2.029868,1,,0,0,201.801409,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
2,0,0,0,12,25,0,0,8.556644,8.556644,1,1,0,1,14.992469,0.929412,0.000516,0,0,1,15.004192,0.008453,14.285714,2.029868,1,,0,0.000001,67.750976,6.5,-15,1.432581,3,0.5,-128.021923,-128.599167,0.577244,5.4,1,1
2.04,0.412891,0.510042,0.016763,12,25,0.459839,0.459839,8.556304,8.556304,1,1,0,1,14.992319,0.929412,0.000527,0,0,1,15.004276,0.008622,14.285714,2.057615,1,,0.646243,0.459839,63.715401,6.49966,-15,1.432581,3,0.5,-128.022263,-128.599167,0.576904,5.4,1,1
2.08,0.631968,0.353737,0.065839,12,25,0.318052,0.318052,8.556482,8.556482,1,1,0,1,14.992169,0.929412,0.000537,0,0,1,15.004359,0.008791,14.285714,2.063601,1,,0.888682,0.318052,42.205693,6.499837,-15,1.432581,3,0.5,-128.022086,-128.599167,0.577081,5.4,1,1
2.12,0.606053,-0.534872,0.145408,12,25,0.652287,0.652287,8.555959,8.555959,1,1,0,1,14.992018,0.929412,0.000547,0,0,1,15.004443,0.00896,14.285714,2.075005,1,,0.646568,0.652287,275.869481,6.499315,-15,1.432581,3,0.5,-128.022608,-128.599167,0.576559,5.4,1,1
2.16,0.439888,-1.961869,0.253649,12,25,2.022976,2.022976,8.550054,8.550054,1,1,0,1,14.991868,0.929412,0.000558,0,0,1,15.004527,0.009129,14.285714,2.119783,1,,0.099026,2.022976,263.536528,6.49341,-15,1.432581,3,0.5,-128.028513,-128.599167,0.570654,5.4,1,1
2.2,0.320982,-3.5954,0.388741,12,25,3.625354,3.625354,8.535469,8.535469,1,1,0,1,14.991717,0.929412,0.000568,0,0,1,15.004611,0.009298,14.285714,2.1718,1,,-0.436881,3.625354,261.549237,6.478825,-15,1.432581,3,0.5,-128.043098,-128.599167,0.556069,5.4,1,1
2.24,0.411566,-5.145737,0.548864,12,25,5.181831,5.181831,8.513354,8.513354,1,1,0,1,14.991567,0.929412,0.000578,0,0,1,15.004695,0.009467,14.285714,2.228288,1,,-0.686217,5.181831,261.451566,6.456709,-15,1.432581,3,0.5,-128.065213,-128.599167,0.533954,5.4,1,1
2.28,0.765962,-6.503,0.732198,12,25,6.590991,6.590991,8.486548,8.486548,1,1,0,1,14.991417,0.929412,0.000589,0,0,1,15.004779,0.009636,14.285714,2.288166,1,,-0.553892,6.590991,261.893729,6.429903,-15,1.432581,3,0.5,-128.092019,-128.599167,0.507148,5.4,1,1
2.32,1.313545,-7.765556,0.936922,12,25,7.939359,7.939359,8.454832,8.454832,1,1,0,1,14.991267,0.929412,0.000599,0,0,1,15.004862,0.009805,14.285714,2.351798,1,,-0.153064,7.939359,262.367103,6.398187,-15,1.432581,3,0.5,-128.123735,-128.599167,0.475432,5.4,1,1
2.36,1.908588,-9.15694,1.161216,12,25,9.424416,9.424416,8.412992,8.412992,1,1,0,1,14.991116,0.929412,0.000609,0,0,1,15.004946,0.009974,14.285714,2.419867,1,,0.27794,9.424416,262.594103,6.356348,-15,1.432581,3,0.5,-128.165575,-128.599167,0.433592,5.4,1,1
2.4,2.413206,-10.887619,1.403259,12,25,11.231739,11.231739,8.352221,8.352221,1,1,0,1,14.990966,0.929412,0.00062,0,0,1,15.00503,0.010143,14.285714,2.492168,1,,0.513862,11.231739,262.495288,6.295576,-15,1.432581,3,0.5,-128.226346,-128.599167,0.372821,5.4,1,1
2.44,2.766304,-13.040077,1.661231,12,25,13.433815,13.433815,8.263384,8.263384,1,1,0,1,14.990816,0.929412,0.00063,0,0,1,15.005114,0.010312,14.285714,2.567417,1,,0.457428,13.433815,262.191187,6.206739,-15,1.432581,3,0.5,-128.315184,-128.599167,0.283983,5.4,1,1
2.48,3.004348,-15.534193,1.933312,12,25,15.958359,15.958359,8.141204,8.141204,1,1,0,1,14.990665,0.929412,0.00064,0,0,1,15.005198,0.010482,14.285714,2.642705,1,,0.173967,15.958359,261.861866,6.08456,-15,1.432581,3,0.5,-128.437363,-128.599167,0.161804,5.4,1,1
2.52,3.229038,-18.181126,2.217681,12,25,18.634755,18.634755,7.987409,7.987409,1,1,0,1,14.990515,0.929412,0.000651,0,0,1,15.005281,0.010651,14.285714,2.715734,1,,-0.162471,18.634755,261.598396,5.930764,-15,1.432581,3,0.5,-128.591158,-128.599167,0.008009,5.4,1,1
2.56,3.545215,-20.786799,2.512517,12,25,21.286479,21.286479,7.809687,7.809687,1,1,0,1,14.990365,0.929412,0.000661,0,0,1,15.005365,0.01082,14.285714,2.785336,1,,-0.372601,21.286479,261.384067,5.753043,-15,1.432581,3,0.5,-128.76888,-128.599167,-0.169713,5.4,1,1
2.6,4.004963,-23.245062,2.816,12,25,23.815317,23.815317,7.615908,7.615908,1,1,0,1,14.990215,0.929412,0.000671,0,0,1,15.005449,0.010989,14.285714,2.851358,1,,-0.365062,23.815317,261.161238,5.559264,-15,1.432581,3,0.5,-128.962659,-128.599167,-0.363492,5.4,1,1
2.64,4.586142,-25.573473,3.12631,12,25,26.234167,26.234167,7.407537,7.407537,1,1,0,1,14.990064,0.929412,0.000682,0,0,1,15.005533,0.011158,14.285714,2.913682,1,,-0.172205,26.234167,260.892133,5.350892,-15,1.432581,3,0.5,-129.17103,-128.599167,-0.571863,5.4,1,1
2.68,5.21206,-27.880511,3.441626,12,25,28.638304,28.638304,7.177221,7.177221,1,1,0,1,14.989914,0.929412,0.000692,0,0,1,15.005617,0.011327,14.285714,2.971447,1,,0.082701,28.638304,260.578128,5.120576,-15,1.432581,3,0.5,-129.401346,-128.599167,-0.802179,5.4,1,1
2.72,5.796765,-30.290085,3.760128,12,25,31.137946,31.137946,6.912105,6.912105,1,1,0,1,14.989764,0.929412,0.000702,0,0,1,15.0057,0.011496,14.285714,3.023007,1,,0.260955,31.137946,260.24817,4.85546,-15,1.432581,3,0.5,-129.666462,-128.599167,-1.067295,5.4,1,1
2.76,6.289116,-32.86809,4.079995,12,25,33.791674,33.791674,6.600537,6.600537,1,1,0,1,14.989614,0.929412,0.000713,0,0,1,15.005784,0.011665,14.285714,3.066535,1,,0.281872,33.791674,259.935645,4.543893,-15,1.432581,3,0.5,-129.97803,-128.599167,-1.378863,5.4,1,1
2.8,6.692974,-35.588747,4.399407,12,25,36.575045,36.575045,6.238404,6.238404,1,1,0,1,14.989464,0.929412,0.000723,0,0,1,15.005868,0.011834,14.285714,3.100883,1,,0.156438,36.575045,259.656405,4.181759,-15,1.432581,3,0.5,-130.340164,-128.599167,-1.740997,5.4,1,1
2.84,7.056272,-38.352826,4.716544,12,25,39.396321,39.396321,5.831809,5.831809,1,1,0,1,14.989313,0.929412,0.000733,0,0,1,15.005952,0.012003,14.285714,3.126203,1,,-0.030906,39.396321,259.398567,3.775165,-15,1.432581,3,0.5,-130.746758,-128.599167,-2.147591,5.4,1,1
2.88,7.438866,-41.041226,5.029585,12,25,42.144989,42.144989,5.394382,5.394382,1,1,0,1,14.989163,0.929412,0.000744,0,0,1,15.006036,0.012172,14.285714,3.143822,1,,-0.175852,42.144989,259.131266,3.337738,-15,1.432581,3,0.5,-131.184185,-128.599167,-2.585018,5.4,1,1
2.92,7.878714,-43.571341,5.336709,12,25,44.743324,44.743324,4.940203,4.940203,1,1,0,1,14.989013,0.929412,0.000754,0,0,1,15.006119,0.012341,14.285714,3.155394,1,,-0.210582,44.743324,258.826668,2.883559,-15,1.432581,3,0.5,-131.638364,-128.599167,-3.039197,5.4,1,1
2.96,8.374112,-45.926666,5.636096,12,25,47.173848,47.173848,4.476375,4.476375,1,1,0,1,14.988863,0.929412,0.000764,0,0,1,15.006203,0.01251,14.285714,3.161895,1,,-0.133386,47.173848,258.478986,2.41973,-15,1.432581,3,0.5,-132.102193,-128.599167,-3.503026,5.4,1,1
3,8.888889,-48.148148,5.925926,12,25,49.471956,49.471956,3.999968,3.999968,1,1,0,1,14.988713,0.929412,0.000775,0,0,1,15.006287,0.012679,14.285714,3.163192,1,,0,49.471956,258.107808,1.943323,-15,1.432581,3,0.5,-132.578599,-128.599167,-3.979432,5.4,1,1
3.04,9.374584,-50.29721,6.204378,12,25,51.692447,51.692447,3.501385,3.501385,1,1,0,1,14.988563,0.929412,0.000785,0,0,1,15.006371,0.012848,14.285714,3.158448,1,,0.113362,51.692447,257.745854,1.44474,-15,1.432581,3,0.5,-133.077182,-128.599167,-4.478015,5.4,1,1
3.08,9.795704,-52.413667,6.469632,12,25,53.870798,53.870798,,,0,0,1,1,14.988412,0.929412,0.000795,0,0,1,15.006455,0.013017,14.285714,3.147023,1,LANDER HULL,0.152093,53.870798,257.420929,0.915437,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.12,10.144555,-54.490998,6.719867,12,25,55.999931,55.999931,,,0,0,1,1,14.988262,0.929412,0.000805,0,0,1,15.006538,0.013186,14.285714,3.129305,1,LANDER HULL,0.107924,55.999931,257.142936,0.355585,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.16,10.439564,-56.47915,6.953263,12,25,58.032357,58.032357,,,0,0,1,1,14.988112,0.929412,0.000816,0,0,1,15.006622,0.013355,14.285714,3.106961,1,LANDER HULL,0.016115,58.032357,256.902046,-0.222388,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.2,10.71043,-58.309283,7.168,12,25,59.902888,59.902888,,,0,0,1,1,14.987962,0.929412,0.000826,0,0,1,15.006706,0.013525,14.285714,3.082492,1,LANDER HULL,-0.069283,59.902888,256.677737,-0.796199,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.24,10.979783,-59.924339,7.362257,12,25,61.557036,61.557036,,,0,0,1,1,14.987812,0.929412,0.000836,0,0,1,15.00679,0.013694,14.285714,3.058367,1,LANDER HULL,-0.106004,61.557036,256.452824,-1.340857,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.28,11.251337,-61.298782,7.534213,12,25,62.969524,62.969524,,,0,0,1,1,14.987662,0.929412,0.000847,0,0,1,15.006874,0.013863,14.285714,3.036255,1,LANDER HULL,-0.083304,62.969524,256.224223,-1.836569,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.32,11.509632,-62.439041,7.682048,12,25,64.144893,64.144893,,,0,0,1,1,14.987512,0.929412,0.000857,0,0,1,15.006957,0.014032,14.285714,3.016797,1,LANDER HULL,-0.022401,64.144893,256.004662,-2.272673,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.36,11.729648,-63.36747,7.803942,12,25,65.102711,65.102711,,,0,0,1,1,14.987362,0.929412,0.000867,0,0,1,15.007041,0.014201,14.285714,2.999968,1,LANDER HULL,0.039558,65.102711,255.815522,-2.645278,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.4,11.889761,-64.100769,7.898074,12,25,65.857425,65.857425,,,0,0,1,1,14.987212,0.929412,0.000878,0,0,1,15.007125,0.01437,14.285714,2.985738,1,LANDER HULL,0.071083,65.857425,255.676029,-2.950562,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.44,11.980811,-64.634862,7.962624,12,25,66.404099,66.404099,,,0,0,1,1,14.987062,0.929412,0.000888,0,0,1,15.007209,0.014539,14.285714,2.974469,1,LANDER HULL,0.061458,66.404099,255.595225,-3.178505,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.48,12.007268,-64.942956,7.995771,12,25,66.716468,66.716468,,,0,0,1,1,14.986912,0.929412,0.000898,0,0,1,15.007293,0.014708,14.285714,2.96709,1,LANDER HULL,0.022685,66.716468,255.570468,-3.311431,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.52,11.987672,-65.020546,8,12,25,66.79215,66.79215,,,0,0,1,1,14.986762,0.929412,0.000909,0,0,1,15.007376,0.014877,14.285714,2.964831,1,LANDER HULL,-0.020546,66.79215,255.586458,-3.343938,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.56,11.972605,-65.045658,8,12,25,66.815651,66.815651,,,0,0,1,1,14.986612,0.929412,0.000919,0,0,1,15.00746,0.015046,14.285714,2.963971,1,LANDER HULL,-0.045658,66.815651,255.599028,-3.354056,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.6,11.974016,-65.043307,8,12,25,66.813451,66.813451,,,0,0,1,1,14.986462,0.929412,0.000929,0,0,1,15.007544,0.015215,14.285714,2.964052,1,LANDER HULL,-0.043307,66.813451,255.59785,-3.353108,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.64,11.988146,-65.019757,8,12,25,66.791412,66.791412,,,0,0,1,1,14.986312,0.929412,0.00094,0,0,1,15.007628,0.015384,14.285714,2.964858,1,LANDER HULL,-0.019757,66.791412,255.586064,-3.34362,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.68,12.0055,-64.990833,8,12,25,66.764342,66.764342,,,0,0,1,1,14.986162,0.929412,0.00095,0,0,1,15.007712,0.015553,14.285714,2.965849,1,LANDER HULL,0.009167,66.764342,255.571595,-3.33198,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.72,12.016747,-64.972089,8,12,25,66.746797,66.746797,,,0,0,1,1,14.986012,0.929412,0.00096,0,0,1,15.007795,0.015722,14.285714,2.96649,1,LANDER HULL,0.027911,66.746797,255.562224,-3.324444,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.76,12.017433,-64.970944,8,12,25,66.745726,66.745726,,,0,0,1,1,14.985862,0.929412,0.000971,0,0,1,15.007879,0.015891,14.285714,2.966529,1,LANDER HULL,0.029056,66.745726,255.561652,-3.323984,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.8,12.009312,-64.98448,8,12,25,66.758395,66.758395,,,0,0,1,1,14.985712,0.929412,0.000981,0,0,1,15.007963,0.01606,14.285714,2.966066,1,LANDER HULL,0.01552,66.758395,255.568418,-3.329425,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
3.84,11.998232,-65.002947,8,12,25,66.775679,66.775679,,,0,0,1,1,14.985562,0.929412,0.000991,0,0,1,15.008047,0.016229,14.285714,2.965434,1,LANDER HULL,-0.002947,66.775679,255.577654,-3.336853,-15,1.432581,3,0.5,,-128.599167,,5.4,1,1
